Mr. Ambrose Godfry Hanckewitz,#Ambrose_Godfrey-Hanckwitz,15141474,[],Miscellanies.,EPF108491138,"Severall preparations of Amber
                greese made by  Mr. Ambrose Godfry Hanckewitz,
              by order of ye Royall Society.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">

            <p>Severall preparations of <add rend=""underline""><material>Amber
                greese</material></add><lb/> made by <persName ref=""#Ambrose_Godfrey-Hanckwitz""> M<hi rend=""sup"">r</hi>. Ambrose <add rend=""underline"">Godfry Hanckewitz</add></persName>,
              by<lb/> order of y<hi rend=""sup"">e</hi> Royall Society.</p>
          </div3>


          "
Mr. Godfry,#Ambrose_Godfrey-Hanckwitz,15141474,['1561'],Miscellanies.,EPF108491139,"1561.
            Sal terremus ex eodem. (in aëre liquescens) from
              these Experiments Mr. Godfry concludes
                yt
              amber greese is a particular sort of
              Bitumen differing from amber in this, yt. it yeilds no vola- tile acid Salt; nor it is any animal substance
              from ye Whale &c. because it yeilds no volatile urinous
              Salt, nor doth ye carbo of it afford any Phosphorus.
            
              
              67 D","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">1561.</ea:catnum>
            <p>Sal terremus ex <add rend=""underline"">eodem</add>. (in aëre liquescens)<lb/> from
              these Experiments <persName ref=""#Ambrose_Godfrey-Hanckwitz"">M<hi rend=""sup"">r</hi>. Godfry</persName> concludes<lb/>
                y<hi rend=""sup"">t</hi>
              <material>amber greese</material> is a particular sort of
              <material>Bitumen</material><lb/> differing from amber in this, y<hi rend=""sup"">t</hi>. it yeilds no vola-<lb/> tile acid Salt; nor it is any animal substance<lb/>
              from y<hi rend=""sup"">e</hi> Whale &amp;c. because it yeilds no volatile<lb/> urinous
              Salt, nor doth y<hi rend=""sup"">e</hi> carbo of it afford any<lb/> Phosphorus.</p>
            <p>
              
              <add rend=""red"">67 D</add>
            </p>
          </div3>

          "
Mr. Godfry,#Ambrose_Godfrey-Hanckwitz,15141474,['1562'],Miscellanies.,EPF108491139,"1562.
            Flores sublimati ex eadem. by Mr. Godfry.
            
              
              67 D","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">1562.</ea:catnum>
            <p>Flores sublimati ex <add rend=""underline"">eadem</add>. by <persName ref=""#Ambrose_Godfrey-Hanckwitz"">M<hi rend=""sup"">r</hi>. Godfry</persName>.</p>
            <p>
              
              <add rend=""red"">67 D</add>
            </p>
          </div3>

          "
Mr. Wild,#Mr._Wild,,['1576'],Miscellanies.,EPF108491139,"-1576.
            Glasse of sevll
              colours made in imitation of pretious stones &
              Intaglios from Mr. Wilds Collections.
            
              
              30","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1576.</ea:catnum>
            <p><add rend=""underline""><material>Glasse</material></add> of sev<hi rend=""sup"">ll</hi>
              colours made in imitation of pretious <add rend=""underline"">stones</add> &amp;
              Intaglios<lb/> from <persName ref=""#Mr._Wild"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Wild</add></persName>s Collections.</p>
            <p>
              
              <add rend=""red"">30</add>
            </p>
          </div3>

          "
Governr. Jennings,#Governr_Jennings,,['1588'],Miscellanies.,EPF108491140,"-1588.
            The model of A palankin such as is used in the East Indies to be
              carried on mens shoulders for the conveyance of perons of quality given me by
                  Governr. Jennings.
            
              
              25
              X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1588.</ea:catnum>
            <p><metamark function=""carets"">The model of</metamark> A <add rend=""underline"">palankin</add> such as is used in the <placeName ref=""#East_Indies"">East Indies<lb/></placeName> to be
              carried on mens shoulders for the conveyance<lb/> of perons of quality given me by
                  <persName ref=""#Governr_Jennings"">Govern<hi rend=""sup"">r</hi>. <add rend=""underline"">Jennings</add></persName>.</p>
            <p>
              
              <add rend=""red"">25</add>
              <metamark rend=""ink"">X</metamark>
            </p>
          </div3>
          "
Ericus Benzelius,#Erik_Benzelius,9857012,['1589'],Miscellanies.,EPF108491140,"-1589.
            Bread used in the highlands between
                Sweden & Norway. It is made of pine & firr
                bark with mash & a root called quick root
              sent me by
               Ericus Benzelius Bp of Gottenburg
              mentiond by Scheffer in his history of Lapland. 
            
              
              
              
            28 D.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1589.</ea:catnum>
            <p><add rend=""underline"">Bread</add> used in the highlands between
                <placeName ref=""#Sweden"">Sweden<lb/></placeName> &amp; <placeName ref=""#Norway"">Norway</placeName>. It is made of <material>pine</material> &amp; <material>firr
                bark</material> with<lb/> mash &amp; a root called <material>quick root</material>
              sent me by<lb/>
              <persName ref=""#Erik_Benzelius""> Ericus <add rend=""underline"">Benzelius</add></persName> Bp of Gottenburg
              mentiond<lb/> by <bibl>Scheffer in his history of Lapland</bibl>. </p>
            <p>
              
              
              
            <add rend=""red"">28 D.</add>
              </p>
          </div3>

          "
Mr. Houstoun,#William_Houstoun,35393071,['1590'],Miscellanies.,EPF108491140,"-1590.
            Earthen ware bakd by the sun by the Indians at
                America. By  Mr.
                Houstoun.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1590.</ea:catnum>
            <p><add rend=""underline"">Earthen ware</add> bakd by the sun by the Indians<lb/> at
                <placeName ref=""#America"">America</placeName>. By <persName ref=""#William_Houstoun""> M<hi rend=""sup"">r</hi>.<lb/>
                <add rend=""underline"">Houstoun</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Mr. Maidstone,#Mr._Maidstone,,['1592'],Miscellanies.,EPF108491140,"-1592.
            Japan
              ink from Mr. Maidstone
            
              
              24 P","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1592.</ea:catnum>
            <p><placeName ref=""#Japan"">Japan</placeName>
              <add rend=""underline"">ink</add> from <persName ref=""#Mr_Maidstone, Mr._Maidstone"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Maidstone</add></persName></p>
            <p>
              
              <add rend=""red"">24 P</add>
            </p>
          </div3>

          "
Dr. Short,#Thomas_Short,17571781,['1595'],Miscellanies.,EPF108491140,"-1595.
            One dosen of small & fine files for watch makers viz
              round , triangular ,
                oblong &c from Sheffield by  Dr.
                Short at 1sh. 6d.
            
              
              20 N","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1595.</ea:catnum>
            <p>One dosen of <measure type=""sizeWeight"">small</measure> &amp; fine <add rend=""underline"">files</add> for watch makers viz<lb/>
              <measure type=""shape"">round</measure> , <measure type=""shape"">triangular</measure> ,
                <measure type=""shape"">oblong</measure> &amp;c from <placeName ref=""#Sheffield"">Sheffield</placeName> by <persName ref=""#Thomas_Short""> D<hi rend=""sup"">r</hi>.<lb/>
                <add rend=""underline"">Short</add></persName> at <note type=""value"">1<hi rend=""sup"">sh</hi>. 6<hi rend=""sup"">d</hi>.</note></p>
            <p>
              
              <add rend=""red"">20 N</add>
            </p>
          </div3>




          "
Dr. Short,#Thomas_Short,17571781,['1596'],Miscellanies.,EPF108491141,"1596.
            One dosen of clock files of severall
              figures & sizes as the preceding from  Dr. Short at Sheffield. 1sh 6d.
            
              
              20 N","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">1596.</ea:catnum>
            <p>One dosen of clock <add rend=""underline"">files</add> of <measure>severall</measure>
              figures &amp; sizes<lb/> as the preceding from <persName ref=""#Thomas_Short""> D<hi rend=""sup"">r</hi>. <add rend=""underline"">Short</add></persName> at <placeName ref=""#Sheffield"">Sheffield</placeName>. <note type=""value"">1<hi rend=""sup"">sh</hi> 6<hi rend=""sup"">d</hi>.</note></p>
            <p>
              
              <add rend=""red"">20 N</add>
            </p>
          </div3>

          "
Dr. Short,#Thomas_Short,17571781,['1608'],Miscellanies.,EPF108491141,"-1608.
            The sediment of shuttlewood Spaw
                
              vs. out of eight pints.  Dr.
                  Short.
            
              
              67 D","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1608.</ea:catnum>
            <p>The <add rend=""underline"">sediment</add> of <material>shuttlewood</material> Spaw
                <gap reason=""illegible""/>
              <figure rend=""symbol""/>vs. out of<lb/> eight pints. <persName ref=""#Thomas_Short""> D<hi rend=""sup"">r</hi>.
                  <add rend=""underline"">Short</add></persName>.</p>
            <p>
              
              <add rend=""red"">67 D</add>
            </p>
          </div3>

          "
Mr. Bradley,#Mr._Bradley,,['1613'],Miscellanies.,EPF108491141,"-1613.
            A piece of foyle of
                tin & mercury such as is used by
              looking glasse makers which being laid upon any medall it
              will cover & rubd hard wt. the fingers it will take the
              impression so well that one may cast in it or it may be putt up as a pretty good
              cast in metall of the medall. Mr. Bradley.
              Amalgama?","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1613.</ea:catnum>
            <p>A <measure>piece</measure> of <add rend=""underline"">foyle</add> of
                <material>tin</material> &amp; <material>mercury</material> such as is used<lb/> by
              looking <material>glasse</material> makers which being laid upon<lb/> any medall it
              will cover &amp; rubd hard w<hi rend=""sup"">t</hi>. the fingers<lb/> it will take the
              impression so well that one may<lb/> cast in it or it may be putt up as a pretty good
              cast<lb/> in metall of the medall. <persName ref=""#Mr._Bradley"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Bradley</add></persName>.
              <add rend=""underline"">Amalgama?</add></p>
            <p>
              
            </p>
          </div3>

          "
Dr. Short,#Thomas_Short,17571781,['1615'],Miscellanies.,EPF108491141,"-1615.
            The sediment of Buckby waters? Dr. Short.
            
              
              67 C","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1615.</ea:catnum>
            <p>The <add rend=""underline"">sediment</add> of <placeName ref=""#Buckby"">Buckby</placeName> waters? <persName ref=""#Thomas_Short"">D<gap reason=""illegible""/><hi rend=""sup"">r</hi>. <add rend=""underline"">Short</add></persName>.</p>
            <p>
              
              <add rend=""red"">67 C</add>
            </p>
          </div3>




          "
Mr. Talbot,#Mr_Talbot,,['1616'],Miscellanies.,EPF108491142,"-1616.
            A machine from China
              of Steel used for shaving roots & druggs brought
                wt. the samples of druggs from thence by Mr. Talbot & given to me
              by Mr.
                Barrow.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1616.</ea:catnum>
            <p>A <add rend=""underline"">machine</add> from <placeName ref=""#China"">China</placeName>
              of <add rend=""underline"">Steel</add> used for shaving roots<lb/> &amp; druggs brought
                w<hi rend=""sup"">t</hi>. the samples of druggs from<lb/> thence by <persName ref=""#Mr_Talbot"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Talbot</add></persName> &amp; given to me
              by <persName ref=""#Isaaci_Barrow"">M<hi rend=""sup"">r</hi>.<lb/>
                <add rend=""underline"">Barrow</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Mr. Barrow,#Isaaci_Barrow,56682703,['1616'],Miscellanies.,EPF108491142,"-1616.
            A machine from China
              of Steel used for shaving roots & druggs brought
                wt. the samples of druggs from thence by Mr. Talbot & given to me
              by Mr.
                Barrow.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1616.</ea:catnum>
            <p>A <add rend=""underline"">machine</add> from <placeName ref=""#China"">China</placeName>
              of <add rend=""underline"">Steel</add> used for shaving roots<lb/> &amp; druggs brought
                w<hi rend=""sup"">t</hi>. the samples of druggs from<lb/> thence by <persName ref=""#Mr_Talbot"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Talbot</add></persName> &amp; given to me
              by <persName ref=""#Isaaci_Barrow"">M<hi rend=""sup"">r</hi>.<lb/>
                <add rend=""underline"">Barrow</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Dr. Clifton,#Dr._Clifton,,['1624'],Miscellanies.,EPF108491142,"-1624.
            A very large
              tobacco pipe used in Guinea given me by  Dr. Clifton.
            
              
            
            X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1624.</ea:catnum>
            <p>A very <measure type=""sizeWeight"">large</measure>
              <add rend=""underline"">tobacco pipe</add> used in <placeName ref=""#Guinea"">Guinea</placeName> given<lb/> me by <persName ref=""#Dr._Clifton""> D<hi rend=""sup"">r</hi>. <add rend=""underline"">Clifton</add></persName>.</p>
            <p>
              
            </p>
            <metamark rend=""ink"">X</metamark>
          </div3>

          "
Mr. Godfrey,#Ambrose_Godfrey-Hanckwitz,15141474,['1629'],Miscellanies.,EPF108491142,"-1629.
            The evaporated salt from waters 5 or
              6 ounces wch. hath earth enough to ferment wt. acids  Mr.
                Godfrey.
            
              
              19 m","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1629.</ea:catnum>
            <p>The evaporated <add rend=""underline""><material>salt</material></add> from waters 5 or
              6 ounces<lb/> w<hi rend=""sup"">ch</hi>. hath earth enough to ferment w<hi rend=""sup"">t</hi>. acids <persName ref=""#Ambrose_Godfrey-Hanckwitz""> M<hi rend=""sup"">r</hi>.<lb/>
                <add rend=""underline"">Godfrey</add></persName>.</p>
            <p>
              
              <add rend=""red"">19 m</add>
            </p>
          </div3>

          "
Duke of Newcastle,#Duke_of_Newcastle,5017560,['1635 & 1636'],Miscellanies.,EPF108491142av,"1635. & 1636.
            
              Experiments made with the German Water sent me by his
                Grace the Duke of Newcastle. It alters not with Spirit of
                Harts Horne. Nor I suppose with any Vrinous Spirit. An Infusion of
                Quick Lime, poured on it, produceth a White cloud, which va nish after a
                short time. Spirit of Nitre produceth a white cloud which setleth to the
                bottome of the Water, yet so as to be perma- nent in ye manner of a Cloud. The powder of a Deyers Gall, makes it opacous
                & white , like milk or milk Tea. And in y
                  e space of an hour or two, it late fall a White setling like white flower, & grows greenish at ye top.
            
            Vpon","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">1635. &amp; 1636.</ea:catnum>
            <p>
              <add hand=""shift"">Experiments made with the<lb/> German Water sent me by his
                Grace<lb/> the <persName ref=""#Duke_of_Newcastle"">Duke of Newcastle</persName>. It alters not with Spirit of
                Harts<lb/> Horne. Nor I suppose with any Vrinous<lb/> Spirit.<lb/> An Infusion of
                Quick Lime, poured<lb/> on it, produceth a White cloud, which va<lb/> nish after a
                short time.<lb/> Spirit of Nitre produceth a white<lb/> cloud which setleth to the
                bottome of<lb/> the Water, yet so as to be perma-<lb/> nent in y<hi rend=""sup"">e</hi> manner of a Cloud.<lb/> The powder of a Deyers Gall, makes<lb/> it opacous
                &amp; <note type=""colour"">white</note> , like milk or milk<lb/> Tea.<lb/> And in y
                  <hi rend=""sup"">e</hi> space of an hour or two,<lb/> it late fall a <note type=""colour"">White</note> setling like white<lb/> flower, &amp; grows <note type=""colour"">greenish</note> at y<hi rend=""sup"">e</hi> top.</add>
            </p>
            <p>Vpon</p>
          </div3>



          "
Dr. Grews,#Nehemiah_Grew,72195733,['1635'],Miscellanies.,EPF108491143,"-1635
            Substances remaining from Experiments of  Dr. Grews made wt. the
              German water sent him by his grace the Duke
                of Newcastle.  (vid mineral
                  waters )","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1635</ea:catnum>
            <p>Substances remaining from Experiments of <persName ref=""#Nehemiah_Grew""> D<hi rend=""sup"">r</hi>. <add rend=""underline"">Grews</add></persName> made<lb/> w<hi rend=""sup"">t</hi>. the
              German <add rend=""underline"">water</add> sent him by his grace the <persName ref=""#Duke_of_Newcastle"">Duke
                of<lb/> Newcastle</persName>. <add hand=""shift""> (vid <add rend=""underline"">mineral
                  waters</add> )</add></p>
            <p>
              
            </p>
          </div3>

          "
Duke of Newcastle,#Duke_of_Newcastle,5017560,['1635'],Miscellanies.,EPF108491143,"-1635
            Substances remaining from Experiments of  Dr. Grews made wt. the
              German water sent him by his grace the Duke
                of Newcastle.  (vid mineral
                  waters )","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1635</ea:catnum>
            <p>Substances remaining from Experiments of <persName ref=""#Nehemiah_Grew""> D<hi rend=""sup"">r</hi>. <add rend=""underline"">Grews</add></persName> made<lb/> w<hi rend=""sup"">t</hi>. the
              German <add rend=""underline"">water</add> sent him by his grace the <persName ref=""#Duke_of_Newcastle"">Duke
                of<lb/> Newcastle</persName>. <add hand=""shift""> (vid <add rend=""underline"">mineral
                  waters</add> )</add></p>
            <p>
              
            </p>
          </div3>

          "
Dr. Grew,#Nehemiah_Grew,72195733,['1636'],Miscellanies.,EPF108491143,"-1636
            Substances remaining from Experiment of Dr. Grews made wt. the
              German water sent him by his grace the Duke
                of Newcastle.  (vid mineral
                  waters )","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1636</ea:catnum>
            <p>Substances remaining from Experiment of <persName ref=""#Nehemiah_Grew"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Grew</add></persName>s made<lb/> w<hi rend=""sup"">t</hi>. the
              German <add rend=""underline"">water</add> sent him by his grace the <persName ref=""#Duke_of_Newcastle"">Duke
                of<lb/> Newcastle</persName>. <add hand=""shift""> (vid <add rend=""underline"">mineral
                  waters</add> )</add></p>
            <p>
              
            </p>
          </div3>

          "
Duke of Newcastle,#Duke_of_Newcastle,5017560,['1636'],Miscellanies.,EPF108491143,"-1636
            Substances remaining from Experiment of Dr. Grews made wt. the
              German water sent him by his grace the Duke
                of Newcastle.  (vid mineral
                  waters )","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1636</ea:catnum>
            <p>Substances remaining from Experiment of <persName ref=""#Nehemiah_Grew"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Grew</add></persName>s made<lb/> w<hi rend=""sup"">t</hi>. the
              German <add rend=""underline"">water</add> sent him by his grace the <persName ref=""#Duke_of_Newcastle"">Duke
                of<lb/> Newcastle</persName>. <add hand=""shift""> (vid <add rend=""underline"">mineral
                  waters</add> )</add></p>
            <p>
              
            </p>
          </div3>

          "
Mr. Godfroy Junr,#Mr._Godfroy,,['1637'],Miscellanies.,EPF108491143,"-1637.
            Chrysteaux de sel de soude depure
              from Mr. Godfroy Junr. At 
              Paris.
                 apothecary.
            
              
              67 C","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1637.</ea:catnum>
            <p><material>Chrysteaux de <add rend=""underline"">sel</add></material> de soude depure
              from <persName ref=""#Mr._Godfroy"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Godfroy </add><lb/>Jun<hi rend=""sup"">r</hi></persName>. At 
              <placeName ref=""#Paris"">Paris</placeName>.
                <add hand=""shift""> apothecary.</add></p>
            <p>
              
              <add rend=""red"">67 C</add>
            </p>
          </div3>

          "
Mr. Bell,#Mr._Bell,,['1650'],Miscellanies.,EPF108491144,"-1650.
            A gray
              Chinese pebble on which is
              impressed or graved a Bufalo from  Mr. Bell.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1650.</ea:catnum>
            <p>A <note type=""colour"">gray</note>
              <add rend=""underline"">Chinese <material>pebble</material></add> on which is
              impressed<lb/> or graved a Bufalo from <persName ref=""#Mr._Bell""> M<hi rend=""sup"">r</hi>. <add rend=""underline"">Bell</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Mr. Graham Junr,#Mr._Graham,,['1653'],Miscellanies.,EPF108491144,"-1653.
            Severall imbossed designs taken of upon white
              
              paper by Mr. Graham Junr.
            
              
              19. e.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1653.</ea:catnum>
            <p>Severall imbossed <add rend=""underline"">designs</add> taken of upon <note type=""colour"">white</note>
              <lb/>
              <add rend=""underline""><material>paper</material></add> by <persName ref=""#Mr._Graham"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Graham</add> Jun<hi rend=""sup"">r</hi></persName>.</p>
            <p>
              
              <add rend=""red"">19. e.</add>
            </p>
          </div3>

          "
K. Charles the first,#Charles_I,88984774,['1657'],Miscellanies.,EPF108491144,"-1657.
            An old spurr worn abt. the reign of
               K. Charles the first given me by Mr. Lascelles.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1657.</ea:catnum>
            <p>An old <add rend=""underline"">spurr</add> worn ab<hi rend=""sup"">t</hi>. the reign of<lb/>
              <persName ref=""#Charles_I""> K. Charles the first</persName> given me by <persName ref=""#Mr_Lascelles"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Lascelles</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Mr. Lascelles,#Mr_Lascelles,,['1657'],Miscellanies.,EPF108491144,"-1657.
            An old spurr worn abt. the reign of
               K. Charles the first given me by Mr. Lascelles.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1657.</ea:catnum>
            <p>An old <add rend=""underline"">spurr</add> worn ab<hi rend=""sup"">t</hi>. the reign of<lb/>
              <persName ref=""#Charles_I""> K. Charles the first</persName> given me by <persName ref=""#Mr_Lascelles"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Lascelles</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Mr. Kenly,#Mr._Kenly,,['1664'],Miscellanies.,EPF108491144,"-1664.
            An  surgeon.English
              cloath
              quiver full of arrows taken by
              the same from Mr. Kenly
              a","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1664.</ea:catnum>
            <p>An  surgeon.<metamark function=""carets"">English</metamark>
              <material>cloath</material>
              <add rend=""underline"">quiver</add> full of <add rend=""underline"">arrows</add> taken by
              the<lb/> same from <persName ref=""#Mr._Kenly"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Kenly</add></persName>
              <metamark function=""carets"">a</metamark>
              </p>
            <p>
              
            </p>
          </div3>

          "
Abbe Sterbini,#Abbe_Bernardo_Sterbini,,['1665'],Miscellanies.,EPF108491144,"-1665.
            A large
              green & white
              bead made of a composition of
                glasse from the Abbe Sterbini.
            
              
              30","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1665.</ea:catnum>
            <p>A <measure type=""sizeWeight"">large</measure>
              <note type=""colour"">green</note> &amp; <note type=""colour"">white</note>
              <add rend=""underline"">bead</add> made of a composition<lb/> of
                <material>glasse</material> from the <persName ref=""#Abbe_Bernardo_Sterbini"">Abbe <add rend=""underline"">Sterbini</add></persName>.</p>
            <p>
              
              <add rend=""red"">30</add>
            </p>
          </div3>

          "
Pet.,#James_Petiver,34799386,['1668'],Miscellanies.,EPF108491145,"-1668
            A tobaco pipe bole of red clay. 
                Pet.
            
              
              19 N","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1668</ea:catnum>
            <p>A <add rend=""underline"">tobaco pipe</add> bole of <material><note type=""colour"">red</note> clay</material>. <persName ref=""#James_Petiver"">
                <add rend=""underline"">Pet.</add></persName></p>
            <p>
              
              <add rend=""red"">19 N</add>
            </p>
          </div3>

          "
Pet,#James_Petiver,34799386,['1671'],Miscellanies.,EPF108491145,"-1671.
            A piece of Chinese money called peties strung upon
              pack thread of the value each of ----- 
                Pet.-
              Gaz. n. tab 76 fig 12 p.
            
              
            
            X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1671.</ea:catnum>
            <p>A piece of <add rend=""underline"">Chinese money</add> called peties strung upon
              pack<lb/> thread of the value each of ----- <persName ref=""#James_Petiver"">
                <add rend=""underline"">Pet</add></persName>.-<lb/>
              <bibl>Gaz. n. tab 76 fig 12 p.</bibl></p>
            <p>
              
            </p>
            <metamark rend=""ink"">X</metamark>
          </div3>

          "
Mr. Newman,#Henry_Newman,13116531,['1672'],Miscellanies.,EPF108491145,"-1672.
            A Javelin from Malacca used by the Inhabitants to stabb their enemies near them
              & to th row them at distance as a dart. from 
              Mr. Newman.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1672.</ea:catnum>
            <p>A <add rend=""underline"">Javelin</add> from <placeName ref=""#Malacca"">Malacca</placeName> used by the Inhabitants to stabb<lb/> their enemies near them
              &amp; to th <measure>row</measure> them at<lb/> distance as a dart. from 
              <persName ref=""#Henry_Newman"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Newman</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Mr. Collinson,#Peter_Collinson,13091055,['1673'],Miscellanies.,EPF108491145,"-1673.
            A Shining scaly
              dark
              red substance like
                glasse used by the Chinese in their manufactures given me by
                Mr. Collinson.
            
              
              20 J","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-1673.</ea:catnum>
            <p>A Shining <note type=""texture"">scaly</note>
              <note type=""colour"">dark</note>
              <note type=""colour"">red</note> substance <metamark function=""carets"">like
                glasse</metamark> used by the Chinese<lb/> in their manufactures given me by
                <persName ref=""#Peter_Collinson"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Collinson</add></persName>.</p>
            <p>
              
              <add rend=""red"">20 J</add>
            </p>
          </div3>

          "
